0,108,3.0
0,218,0.0
0,577,1.0
0,2100,4.0
0,2303,4.0
0,4004,1.0
0,4098,4.0
0,4204,2.0
0,4284,4.0
0,4746,3.0
0,5107,2.0
0,6131,4.0
0,6295,2.0
0,6595,2.0
0,6597,4.0
0,7242,3.0
0,7945,3.0
0,7964,4.0
0,8046,4.0
0,8289,0.0
0,9073,3.0
0,9496,3.0
0,9617,4.0
0,9723,3.0
0,10300,4.0
0,10561,4.0
0,11066,3.0
1,420,3.0
1,568,3.0
1,696,3.0
1,790,3.0
1,1536,3.0
1,1602,4.0
1,2111,4.0
1,2192,4.0
1,2293,3.0
1,2309,4.0
1,2689,3.0
1,2699,4.0
1,2739,3.0
1,2956,4.0
1,2983,4.0
1,3076,4.0
1,3099,3.0
1,3234,4.0
1,3247,4.0
1,3322,4.0
1,3357,3.0
1,3365,4.0
1,3512,4.0
1,3531,4.0
1,3802,4.0
1,3956,4.0
1,4153,4.0
1,4312,4.0
1,4380,4.0
1,4428,4.0
1,4929,4.0
1,4949,4.0
1,5278,4.0
1,5361,2.0
1,5420,4.0
1,5536,3.0
1,5918,4.0
1,5935,4.0
1,5990,3.0
1,6101,4.0
1,6172,4.0
1,6235,2.0
1,6333,4.0
1,6358,4.0
1,6402,2.0
1,6443,3.0
1,6460,4.0
1,6678,4.0
1,6700,4.0
1,6710,4.0
1,6744,4.0
1,6937,3.0
1,6940,2.0
1,7111,4.0
1,7165,4.0
1,7290,3.0
1,7425,3.0
1,7427,4.0
1,7608,4.0
1,7643,3.0
1,7771,4.0
1,7962,3.0
1,8306,4.0
1,8380,4.0
1,8554,4.0
1,8747,3.0
1,8964,2.0
1,9052,4.0
1,9065,4.0
1,9102,4.0
1,9174,1.0
1,9380,4.0
1,9766,4.0
1,9911,4.0
1,9962,3.0
1,9997,4.0
1,10141,1.0
1,10841,3.0
1,10938,4.0
1,10971,4.0
1,11122,4.0
2,285,4.0
2,1688,4.0
2,2317,4.0
2,2577,3.0
2,2736,4.0
2,2826,4.0
2,3161,4.0
2,3415,2.0
2,4066,3.0
2,4243,4.0
2,4443,3.0
2,4453,4.0
2,4657,2.0
2,4660,4.0
2,4847,3.0
2,5032,4.0
2,5089,3.0
2,6379,3.0
2,7222,3.0
2,7248,4.0
2,7645,3.0
2,8218,4.0
2,9298,3.0
2,10461,3.0
3,121,4.0
3,241,4.0
3,2074,4.0
3,2657,4.0
3,2662,4.0
3,3383,4.0
3,4227,4.0
3,4366,4.0
3,4875,4.0
3,4891,4.0
