332,460,4.0
841,460,4.0
563,460,4.0
1043,460,4.0
194,460,4.0
1024,703,4.0
1066,703,2.0
269,703,4.0
466,703,4.0
534,744,3.0
749,744,2.0
960,744,4.0
1052,744,4.0
1084,744,1.0
587,780,3.0
536,780,4.0
879,780,4.0
1304,780,3.0
363,780,3.0
171,382,4.0
610,382,3.0
566,382,4.0
1276,208,3.0
1184,208,4.0
372,208,4.0
19,208,4.0
902,208,3.0
1213,208,4.0
1373,208,4.0
302,208,3.0
415,208,3.0
88,208,3.0
209,208,3.0
67,208,4.0
882,827,4.0
1371,827,4.0
731,827,4.0
171,827,3.0
388,827,4.0
821,827,4.0
511,827,4.0
1126,827,1.0
965,827,4.0
888,827,0.0
1204,827,3.0
750,827,4.0
300,827,2.0
670,827,4.0
335,827,4.0
604,827,4.0
649,827,4.0
78,827,4.0
953,827,4.0
452,827,4.0
437,827,4.0
302,827,2.0
958,827,2.0
660,827,4.0
896,827,2.0
151,827,3.0
495,827,4.0
624,827,3.0
368,827,4.0
860,827,4.0
44,827,4.0
1328,827,4.0
188,827,4.0
915,827,4.0
1201,827,4.0
1297,827,0.0
172,827,4.0
216,657,2.0
315,657,4.0
677,657,4.0
320,657,3.0
566,657,4.0
564,801,4.0
516,801,4.0
989,801,4.0
1406,801,3.0
1227,584,3.0
316,584,4.0
1013,584,4.0
162,584,4.0
614,584,4.0
302,584,4.0
923,326,4.0
468,326,4.0
340,326,4.0
132,326,3.0
1249,326,4.0
1290,200,4.0
1326,200,3.0
703,200,3.0
226,200,4.0
485,200,4.0
1184,200,4.0
568,200,3.0
901,200,4.0
759,200,4.0
176,200,3.0
953,200,4.0
1309,200,4.0
777,200,4.0
245,200,4.0
320,200,4.0
1354,250,3.0
1267,250,4.0
1400,250,4.0
1164,250,4.0
213,250,3.0
1181,250,3.0
88,250,4.0
55,250,4.0
699,250,4.0
1354,864,3.0
665,864,4.0
1161,864,3.0
305,864,4.0
989,864,4.0
1296,710,4.0
1210,710,4.0
536,710,4.0
668,710,4.0
1262,710,4.0
610,710,4.0
1201,710,4.0
848,710,4.0
1343,710,4.0
372,122,4.0
895,122,3.0
318,122,3.0
1354,677,3.0
1107,677,3.0
909,677,4.0
1086,677,3.0
423,677,3.0
1168,677,2.0
988,554,3.0
751,554,3.0
535,554,4.0
333,554,4.0
1366,554,3.0
345,895,3.0
806,895,4.0
1169,895,4.0
423,895,3.0
318,895,3.0
309,895,4.0
728,610,4.0
456,610,4.0
111,610,4.0
142,610,4.0
828,610,4.0
213,610,4.0
302,610,3.0
1265,610,4.0
968,610,3.0
761,3,4.0
1247,3,4.0
644,3,4.0
371,3,3.0
1006,3,3.0
325,3,4.0
1241,3,4.0
1400,3,4.0
910,3,4.0
302,3,3.0
1068,3,3.0
943,3,3.0
318,3,4.0
968,3,3.0
1081,229,4.0
1073,229,4.0
587,229,3.0
371,229,0.0
1184,229,0.0
888,229,3.0
614,229,4.0
895,229,4.0
872,229,3.0
1391,229,4.0
677,229,3.0
1050,229,3.0
478,229,4.0
833,229,3.0
1176,229,4.0
1049,229,4.0
431,229,4.0
1081,750,4.0
316,750,4.0
15,750,3.0
1412,750,4.0
1033,750,4.0
837,750,4.0
828,750,4.0
167,750,4.0
87,750,4.0
1335,750,4.0
661,750,4.0
742,300,4.0
1373,300,4.0
1146,300,4.0
69,300,4.0
1403,300,4.0
600,506,4.0
536,506,2.0
1200,506,4.0
275,506,3.0
551,506,3.0
841,264,4.0
240,264,4.0
1010,264,3.0
464,264,4.0
1261,264,4.0
170,264,3.0
150,264,4.0
1022,264,4.0
565,264,4.0
1094,264,4.0
118,264,4.0
1177,264,3.0
360,264,4.0
1133,264,4.0
743,264,3.0
1313,264,4.0
189,264,3.0
1120,264,4.0
871,264,1.0
321,264,2.0
645,264,4.0
833,264,4.0
535,544,4.0
157,544,4.0
675,544,4.0
1212,544,3.0
442,544,4.0
338,544,4.0
1150,544,4.0
1259,544,4.0
777,544,3.0
429,544,3.0
883,544,4.0
307,544,2.0
90,544,3.0
713,544,4.0
309,544,4.0
765,544,4.0
799,18,3.0
409,18,4.0
471,18,4.0
1133,18,3.0
561,18,4.0
211,18,4.0
155,18,4.0
580,18,4.0
816,18,4.0
373,461,3.0
75,461,3.0
65,461,4.0
295,461,4.0
896,461,4.0
277,461,3.0
353,53,3.0
449,53,3.0
700,53,2.0
694,53,4.0
1088,53,3.0
1271,53,3.0
1139,53,3.0
674,53,4.0
581,53,3.0
1171,53,4.0
623,201,4.0
96,201,4.0
965,201,4.0
205,201,2.0
223,201,4.0
1123,201,3.0
451,201,3.0
754,201,4.0
1039,201,4.0
439,201,4.0
1106,201,4.0
890,848,4.0
528,848,4.0
642,848,3.0
140,848,4.0
984,848,4.0
937,848,4.0
407,848,2.0
706,848,2.0
1007,848,2.0
313,848,4.0
1183,848,4.0
516,848,4.0
803,848,1.0
629,848,4.0
763,848,4.0
836,848,4.0
1108,848,4.0
681,333,3.0
1038,333,4.0
340,333,2.0
1344,333,4.0
827,333,2.0
683,333,4.0
1321,740,4.0
927,740,4.0
1128,740,4.0
762,740,4.0
1281,740,4.0
42,586,3.0
260,586,3.0
549,586,3.0
1157,586,3.0
1281,586,4.0
227,431,4.0
536,431,3.0
818,431,4.0
518,431,4.0
927,431,4.0
1060,431,0.0
1194,431,3.0
1304,431,4.0
22,431,1.0
580,431,4.0
273,431,2.0
1157,431,3.0
1389,431,2.0
504,431,4.0
856,431,4.0
1081,615,3.0
616,615,3.0
1154,615,3.0
927,615,4.0
957,615,4.0
1249,615,4.0
762,615,3.0
1114,845,4.0
834,845,4.0
325,845,4.0
989,845,4.0
767,846,2.0
523,846,4.0
304,846,4.0
536,846,3.0
1396,846,3.0
927,846,4.0
1131,846,4.0
1304,846,3.0
88,846,4.0
1158,846,4.0
1157,846,4.0
685,846,4.0
504,846,4.0
835,573,4.0
1230,573,4.0
1065,573,4.0
504,573,4.0
1070,573,4.0
600,803,4.0
373,803,2.0
1426,803,4.0
675,803,4.0
230,803,3.0
911,803,4.0
1355,131,4.0
227,131,4.0
1326,131,4.0
456,131,4.0
382,131,4.0
1024,131,4.0
623,131,4.0
565,131,3.0
722,131,4.0
1321,131,4.0
477,131,4.0
207,131,1.0
1283,131,3.0
762,131,2.0
368,131,4.0
653,131,4.0
1038,81,4.0
952,81,4.0
983,81,4.0
772,81,3.0
